user_ID,first_name,last_name,username,dept_ID,role_ID
257,CLARA,COOKE,CCOOKE1,26,5
258,PENNY,SPEARS,PSPEAR1,30,5
259,SHERRY,HENRY,SHENRY1,30,5
260,RANDALL,RODRIGUEZ,RRODRI1,28,5
261,MILTON,FORBES,MFORBE1,23,5
262,JOE,HARRIS,JHARRI1,30,5
263,GREGORY,ROBERTSON,GROBER2,20,5
264,LISA,WILLIAMS,LWILLI2,22,5
265,MONICA,PERKINS,MPERKI1,30,5
266,DAVID,WHITE,DWHITE1,30,5
267,TAMMY,KNIGHT,TKNIGH1,30,5
268,PHYLLIS,VASQUEZ,PVASQU1,30,5
269,BRAD,MCKINNEY,BMCKIN1,10,5
270,TIMOTHY,PORTER,TPORTE1,30,5
271,ESTHER,SMITH,ESMITH1,30,5
272,ELIZABETH,CLARKE,ECLARK1,30,5
273,WILLIAM,HOOVER,WHOOVE1,1,5
274,MAX,SHARPE,MSHARP1,30,5
275,ANITA,SANCHEZ,ASANCH1,30,5
276,MICHAEL,TORRES,MTORRE1,30,5
277,MARION,HOWARD,MHOWAR1,30,5
278,LORRAINE,WRIGHT,LWRIGH1,28,5
279,EMMA,BROWNING,EBROWN1,29,5
280,IRENE,FISCHER,IFISCH1,23,5
281,DENISE,DAVIS,DDAVIS1,19,5
282,CURTIS,SNIDER,CSNIDE1,30,5
283,GAIL,JACOBS,GJACOB1,30,5
284,RON,PRUITT,RPRUIT1,29,5
285,MELANIE,HESTER,MHESTE1,28,5
286,LINDA,WALKER,LWALKE1,29,5
287,DIANE,PATEL,DPATEL1,29,5
288,ELIZABETH,VILLARREAL,EVILLA1,30,5
289,DONNA,POPE,DPOPE1,29,5
290,PEGGY,MOORE,PMOORE1,30,5
291,KAREN,MCFARLAND,KMCFAR1,29,5
292,MATTIE,DOMINGUEZ,MDOMIN1,20,5
293,BRIAN,CLARK,BCLARK1,7,5
294,ANTHONY,WILSON,AWILSO1,30,5
295,FRANCIS,BROOKS,FBROOK1,29,5
296,WARREN,BUCKLEY,WBUCKL1,3,5
297,JUDY,BLANCHARD,JBLANC1,16,5
298,JOANNE,RAYMOND,JRAYMO1,30,5
299,IDA,MASON,IMASON1,29,5
300,DANIEL,LANE,DLANE1,30,5
301,DANNY,GARCIA,DGARCI1,15,5
302,ALAN,SOTO,ASOTO1,30,5
303,CHERYL,ROLLINS,CROLLI1,30,5
304,SHAWN,PITTS,SPITTS1,30,5
305,MILTON,GRANT,MGRANT1,13,5
306,DELORES,FLORES,DFLORE1,29,5
307,BOB,BARRERA,BBARRE1,30,5
308,BEVERLY,WOODARD,BWOODA1,21,5
309,LINDA,BROWN,LBROWN1,13,5
310,JASON,BERGER,JBERGE1,30,5
311,TIMOTHY,MACDONALD,TMACDO1,30,5
312,WILLIAM,PETERSON,WPETER1,27,5
313,JEFFREY,CLAYTON,JCLAYT1,29,5
314,KURT,HUDSON,KHUDSO1,7,5
315,JAMES,THOMPSON,JTHOMP1,27,5
316,JAMES,HIGGINS,JHIGGI1,29,5
317,CHARLENE,OLIVER,COLIVE1,29,5
318,BILLY,WATERS,BWATER1,26,5
319,IRENE,ABBOTT,IABBOT1,18,5
320,LORRAINE,FROST,LFROST1,27,5
321,SEAN,GRIFFIN,SGRIFF1,22,5
322,BARBARA,EDWARDS,BEDWAR1,30,5
323,KENNETH,ROBERTS,KROBER1,29,5
324,PATRICIA,REESE,PREESE1,25,5
325,ALMA,CURTIS,ACURTI1,7,5
326,ROBERT,WALTERS,RWALTE2,7,5
327,BILLY,LONG,BLONG1,29,5
328,ANTONIO,MCLEOD,AMCLEO1,27,5
329,JACK,WHITE,JWHITE1,30,5
330,SUSAN,GARCIA,SGARCI1,30,5
331,BOB,MILLS,BMILLS1,29,5
332,DAVID,RICHARDSON,DRICHA1,30,5
333,LOUISE,HART,LHART1,29,5
334,GLORIA,HAYES,GHAYES1,16,5
335,GARY,MCCOY,GMCCOY1,30,5
336,ROSEMARY,FINLEY,RFINLE1,20,5
337,SAMANTHA,BRYANT,SBRYAN1,22,5
338,CHAD,SIMMONS,CSIMMO1,29,5
339,MEGAN,MONTGOMERY,MMONTG1,19,5
340,RHONDA,WILLIAMS,RWILLI1,29,5
341,PAULA,JOHNSON,PJOHNS1,29,5
342,JUAN,WHITE,JWHITE2,30,5
343,CINDY,SHAW,CSHAW1,29,5
344,NATALIE,SMITH,NSMITH1,30,5
345,PATRICIA,HICKS,PHICKS1,19,5
346,PHYLLIS,DAVIS,PDAVIS1,29,5
347,DANIELLE,HOFFMAN,DHOFFM1,30,5
348,ANNETTE,BONNER,ABONNE1,30,5
349,CARL,OLIVER,COLIVE2,29,5
350,BRENDA,FRANKLIN,BFRANK1,28,5
351,KEVIN,JOHNSON,KJOHNS1,28,5
352,CYNTHIA,ALLEN,CALLEN1,5,5
353,NICOLE,HENDERSON,NHENDE1,18,5
354,ROBERT,HINTON,RHINTO1,28,5
355,ROBERT,BROWN,RBROWN1,30,5
356,BARBARA,ROBINSON,BROBIN1,30,5
357,ARNOLD,PEARSON,APEARS1,4,5
358,JANET,FORBES,JFORBE1,21,5
359,JERRY,BYRD,JBYRD1,17,5
360,WILLIE,BROWN,WBROWN1,30,5
361,RUBY,ROSE,RROSE1,30,5
362,SHAWN,STARK,SSTARK1,26,5
363,PETER,DUNN,PDUNN1,30,5
364,ROBERT,RANDALL,RRANDA1,27,5
365,KENNETH,EDWARDS,KEDWAR1,23,5
366,MICHAEL,BROWN,MBROWN2,14,5
367,BECKY,FUENTES,BFUENT1,1,5
368,PAULA,YOUNG,PYOUNG1,30,5
369,LINDA,GONZALEZ,LGONZA1,20,5
370,TERRY,MILES,TMILES1,30,5
371,MARY,NGUYEN,MNGUYE1,7,5
372,DAWN,GAMBLE,DGAMBL1,14,5
373,CALVIN,TREVINO,CTREVI1,28,5
374,DOROTHY,HUMPHREY,DHUMPH1,21,5
375,TRAVIS,GOODMAN,TGOODM1,30,5
376,THEODORE,BROWN,TBROWN1,30,5
377,CHRISTINE,WILLIAMS,CWILLI1,30,5
378,WENDY,VALENCIA,WVALEN1,30,5
379,JARED,JONES,JJONES1,29,5
380,MARIA,VARGAS,MVARGA1,14,5
381,MICHELE,PUCKETT,MPUCKE1,21,5
382,JON,BROOKS,JBROOK1,13,5
383,ANTHONY,FLOYD,AFLOYD1,26,5
384,SARA,VASQUEZ,SVASQU2,28,5
385,THOMAS,DIAZ,TDIAZ1,30,5
386,MICHAEL,ALLEN,MALLEN2,17,5
387,EMMA,BRYANT,EBRYAN1,13,5
388,LAWRENCE,HAMMOND,LHAMMO1,21,5
389,LISA,HALL,LHALL1,27,5
390,PAULA,SIMPSON,PSIMPS1,2,5
391,GARY,BROWN,GBROWN1,30,5
392,ANN,WORKMAN,AWORKM1,21,5
393,JESSICA,SANDERS,JSANDE1,30,5
394,MATTHEW,SMITH,MSMITH1,6,5
395,MATTHEW,STANLEY,MSTANL1,30,5
396,MARY,MOORE,MMOORE1,30,5
397,DUANE,EDWARDS,DEDWAR1,30,5
398,MICHELLE,PAUL,MPAUL1,29,5
399,LESLIE,JONES,LJONES1,30,5
400,ROSE,ROBINSON,RROBIN1,30,5
401,CHARLES,SIMPSON,CSIMPS1,30,5
402,BESSIE,SPENCER,BSPENC1,1,5
403,PETER,BARNES,PBARNE1,30,5
404,CATHY,BONNER,CBONNE1,26,5
405,LARRY,EVANS,LEVANS1,11,5
406,WILLIAM,WASHINGTON,WWASHI1,30,5
407,EMMA,HINTON,EHINTO1,22,5
408,JOANN,GIBBS,JGIBBS1,11,5
409,MARK,OWENS,MOWENS2,22,5
410,DERRICK,SHIELDS,DSHIEL1,21,5
411,MARIE,HARVEY,MHARVE2,28,5
412,CARLA,SCHROEDER,CSCHRO1,30,5
413,TED,CARRILLO,TCARRI1,14,5
414,BARBARA,HALL,BHALL1,30,5
415,AUDREY,HINES,AHINES1,29,5
416,MISTY,CARROLL,MCARRO1,26,5
417,RYAN,MITCHELL,RMITCH1,1,5
418,HELEN,GRAHAM,HGRAHA1,3,5
419,DEAN,MOODY,DMOODY1,30,5
420,LORRAINE,SAUNDERS,LSAUND1,30,5
421,NATHANIEL,DIAZ,NDIAZ1,20,5
422,RONALD,QUINN,RQUINN1,26,5
423,MARTIN,FLOWERS,MFLOWE1,25,5
424,JOSE,FOX,JFOX1,19,5
425,DARLENE,DICKERSON,DDICKE1,27,5
426,MELISSA,REYNOLDS,MREYNO1,26,5
427,JENNIFER,BOYLE,JBOYLE1,28,5
428,MILDRED,NELSON,MNELSO1,1,5
429,CLAUDIA,GIBSON,CGIBSO1,14,5
430,JACQUELINE,HUDSON,JHUDSO2,30,5
431,JAMES,POTTS,JPOTTS1,22,5
432,JORGE,HESS,JHESS1,3,5
433,JO,WILLIAMS,JWILLI1,18,5
434,MARTIN,HART,MHART1,6,5
435,GENE,SMITH,GSMITH1,30,5
436,ALAN,MALONE,AMALON1,19,5
437,CHARLES,BURNS,CBURNS1,27,5
438,STEPHEN,JIMENEZ,SJIMEN1,14,5
439,PHYLLIS,HARRINGTON,PHARRI1,30,5
440,KELLY,WORKMAN,KWORKM1,23,5
441,ROBERT,SANDERS,RSANDE1,30,5
442,JASON,YOUNG,JYOUNG1,27,5
443,FRED,GARZA,FGARZA1,26,5
444,ANNE,GARCIA,AGARCI3,30,5
445,MICHAEL,BERNARD,MBERNA1,27,5
446,AMY,SOTO,ASOTO2,30,5
447,MICHAEL,WILKERSON,MWILKE1,30,5
448,ALEX,FIGUEROA,AFIGUE1,30,5
449,ANNIE,COOPER,ACOOPE1,30,5
450,JEAN,JOHNSON,JJOHNS2,30,5
451,ERIC,FREEMAN,EFREEM1,5,5
452,EDWARD,BURKE,EBURKE1,30,5
453,SAMANTHA,WILLIAMS,SWILLI2,26,5
454,JAVIER,AYERS,JAYERS1,3,5
455,MELVIN,RICHARDSON,MRICHA1,30,5
456,ERIC,WILKINSON,EWILKI1,26,5
457,GEORGE,LEBLANC,GLEBLA1,30,5
458,THOMAS,MORRIS,TMORRI1,14,5
459,PAMELA,KING,PKING1,20,5
460,MARIA,PEARSON,MPEARS1,30,5
461,FLOYD,SARGENT,FSARGE1,30,5
462,HERBERT,DANIELS,HDANIE1,22,5
463,JONATHAN,WEBB,JWEBB1,20,5
464,MARY,MICHAEL,MMICHA1,29,5
465,JANET,GOOD,JGOOD1,15,5
466,OSCAR,MITCHELL,OMITCH1,20,5
467,SCOTT,WARD,SWARD1,30,5
468,GARY,HENDERSON,GHENDE1,22,5
469,MIKE,MOONEY,MMOONE1,28,5
470,TIMOTHY,STEWART,TSTEWA1,30,5
471,CATHERINE,GONZALES,CGONZA1,11,5
472,DONNA,CONLEY,DCONLE1,4,5
473,FRANKLIN,GRIFFIN,FGRIFF1,30,5
474,BERNARD,KING,BKING1,26,5
475,JAMES,MONTGOMERY,JMONTG1,29,5
476,THEODORE,JOHNSON,TJOHNS1,9,5
477,PATRICIA,YOUNG,PYOUNG2,30,5
478,TARA,SANDERS,TSANDE1,22,5
479,MARY,BALL,MBALL1,20,5
480,PHILIP,DUNN,PDUNN2,29,5
481,SALLY,MARTINEZ,SMARTI1,30,5
482,BRYAN,WALKER,BWALKE1,24,5
483,LONNIE,HOOPER,LHOOPE1,3,5
484,IDA,MULLINS,IMULLI1,29,5
485,MARIE,ADAMS,MADAMS1,25,5
486,STEVEN,ALBERT,SALBER1,26,5
487,JUDITH,MCDANIEL,JMCDAN1,28,5
488,ROBERT,CASEY,RCASEY1,30,5
489,STEPHEN,MORRIS,SMORRI1,30,5
490,GILBERT,TILLMAN,GTILLM1,29,5
491,ARTHUR,MEDINA,AMEDIN1,30,5
492,LINDA,NOEL,LNOEL1,4,5
493,GLORIA,RODRIQUEZ,GRODRI2,29,5
494,GARY,JACOBSON,GJACOB2,26,5
495,JANICE,ROSS,JROSS1,16,5
496,RUTH,CAMPBELL,RCAMPB1,29,5
497,KELLY,SLATER,KSLATE1,27,5
498,RALPH,BROWN,RBROWN2,24,5
499,JOYCE,LINDSAY,JLINDS1,29,5
500,MIGUEL,FOSTER,MFOSTE1,26,5
501,ROBERT,LEBLANC,RLEBLA1,30,5
502,CRYSTAL,SANDERS,CSANDE1,29,5
503,GRACE,HANSEN,GHANSE1,21,5
504,JOSEPH,PECK,JPECK1,28,5
505,RODNEY,ANDERSON,RANDER1,29,5
506,STEPHEN,LEE,SLEE1,29,5
507,NANCY,WEBSTER,NWEBST1,30,5
508,LORI,ROSA,LROSA1,30,5
509,DAVID,CLARK,DCLARK1,29,5
510,ERIC,POWELL,EPOWEL1,26,5
511,EUGENE,KENNEDY,EKENNE1,26,5
512,BILLY,SMITH,BSMITH1,22,5
513,TRACY,RAMOS,TRAMOS1,28,5
514,WALLACE,MARTINEZ,WMARTI1,29,5
515,ROBERT,WALTON,RWALTO1,29,5
516,JOSEPH,DILLON,JDILLO1,30,5
517,MARY,BARBER,MBARBE1,30,5
518,YOLANDA,MERCADO,YMERCA1,22,5
519,ESTHER,BENNETT,EBENNE1,29,5
520,WESLEY,BROWN,WBROWN2,30,1
521,PATRICIA,FITZGERALD,PFITZG1,16,1
522,MICHAEL,LOPEZ,MLOPEZ1,30,1
523,JOSEPH,THOMPSON,JTHOMP2,30,3
524,TIMOTHY,ROCHA,TROCHA1,30,1
525,CURTIS,RAMIREZ,CRAMIR1,21,1
526,JOHN,SANDERS,JSANDE2,29,1
527,YOLANDA,LEWIS,YLEWIS1,29,1
528,DERRICK,MITCHELL,DMITCH1,27,1
529,DEBRA,HENDERSON,DHENDE1,8,1
